Compound Name,PubChem ID,Molecular Weight (g/mol),H-Donors,H-Acceptors,LogP,Drug Possibility,Lipinski Violations,Number of Atoms,Molecular Formula,Number of Bonds,Number of Rings,Topological Polar Surface Area,Rotatable Bonds,Number of Heavy Atoms,Number of Aromatic Rings,Number of Saturated Rings,Number of Aliphatic Rings,Number of Bridge Head Atoms,Percent of sp^3 Hybridization,Surface Area,Max Partial Charge,Hall Kier Alpha
"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",292,565.318,9,17,-4.5048,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),36,C15H25N3O16P2,38,3,303.03999999999996,9,36,1,2,2,0,0.7333333333333333,200.60560183,0.48305824,-1.38
"[2-aminoethoxy(hydroxy)phosphoryl] [5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate",293,446.246,6,13,-2.346,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),28,C11H20N4O11P2,29,2,238.90999999999997,9,28,1,1,1,0,0.6363636363636364,157.20107499,0.4807077,-1.22
"2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",294,342.297,8,11,-5.3972,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),23,C12H22O11,24,2,189.52999999999997,4,23,0,2,2,0,1.0,130.43645769,0.39356652,-0.44
"2-amino-9-(2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl)-3H-purin-6-one",295,345.208,4,10,-1.5241,True,None,23,C10H12N5O7P,26,4,174.80999999999997,1,23,2,2,2,0,0.5,126.98431843,0.4722361,-1.82
2-methyl-3-oxopropanoic acid,296,102.089,1,2,-0.094,True,None,7,C4H6O3,6,0,54.370000000000005,2,7,0,0,0,0,0.5,40.95135532,0.48071755,-0.86
methane,297,16.043,0,0,0.6361,True,None,1,CH4,0,0,0.0,0,1,0,0,0,0,1.0,8.73925103,0.07755789,0.0
"2,2-dichloro-N-[1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",298,323.132,3,5,0.909,True,None,20,C11H12Cl2N2O5,20,1,112.70000000000002,6,20,1,0,0,0,0.36363636363636365,123.81547366,0.39412321,-1.41
"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one",299,490.639,0,1,4.6182,True,None,21,C10Cl10O,25,6,17.07,0,21,0,6,6,4,0.9,168.18875866,0.29541145,2.57
2-chloroacetic acid,300,94.497,1,1,0.3098,True,None,5,C2H3ClO2,4,0,37.3,1,5,0,0,0,0,0.5,34.36321522,0.48035425,-0.24
"2-chlorobenzene-1,4-diol",301,144.557,2,2,1.7512,True,None,9,C6H5ClO2,9,1,40.46,0,9,1,0,0,0,0.0,57.32313685,0.50790654,-0.89
"4-(3,12-dihydroxy-10,13-dimethyl-7-oxo-1,2,3,4,5,6,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanoic acid",302,406.563,3,4,3.6569,True,None,29,C24H38O5,32,4,94.83,4,29,0,4,4,0,0.9166666666666666,173.8153405,0.48123026,-0.94
"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",304,386.664,1,1,7.3887,False,Octanol-water partition coefficient (LogP) > 5),28,C27H46O,31,4,20.23,5,28,0,3,4,0,0.9259259259259259,174.30905211,0.39279668,-0.3
2-hydroxyethyl(trimethyl)azanium,305,104.173,1,1,-0.3151,True,None,7,C5H14NO+,6,0,20.23,2,7,0,0,0,0,1.0,44.96305839,0.39051529,-0.08
"3-(1-carboxyethenoxy)-4-hydroxycyclohexa-1,5-diene-1-carboxylic acid",306,226.184,3,4,-0.0884,True,None,16,C10H10O6,16,1,104.06000000000002,4,16,0,0,1,0,0.2,90.76838049,0.47764594,-2.08
3-phenylprop-2-enal,307,132.162,0,1,1.8987,True,None,10,C9H8O,10,1,17.07,2,10,1,0,0,0,0.0,59.99814853,0.29856366,-1.37
3-phenylprop-2-en-1-ol,308,134.178,1,1,1.6921,True,None,10,C9H10O,10,1,20.23,2,10,1,0,0,0,0.1111111111111111,60.63086018,0.39229545,-1.08
"prop-1-ene-1,2,3-tricarboxylic acid",309,174.108,3,3,-0.4433,True,None,12,C6H6O6,11,0,111.89999999999999,4,12,0,0,0,0,0.16666666666666666,66.74162612,0.48098286,-1.85
"hexa-2,4-dienedioic acid",310,142.11,2,2,0.268,True,None,10,C6H6O4,9,0,74.6,3,10,0,0,0,0,0.0,57.09626724,0.47807386,-1.58
"2-hydroxypropane-1,2,3-tricarboxylic acid",311,192.123,4,4,-1.2485,True,None,13,C6H8O7,12,0,132.13,5,13,0,0,0,0,0.5,72.22546291,0.48113877,-1.63
chloride,312,35.453,0,0,-2.996,True,None,1,Cl-,0,0,0.0,0,1,0,0,0,0,0.0,13.52157101,1.0,0.29
chlorane,313,36.461,0,0,0.4218,True,None,1,HCl,0,0,0.0,0,1,0,0,0,0,0.0,13.52157101,0.14658907,0.29
"[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",314,323.198,5,9,-2.446,True,None,21,C9H14N3O8P,22,2,177.35999999999999,4,21,1,1,1,0,0.5555555555555556,117.35459893,0.46917069,-1.33
"8-[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-4,5,6,7-tetrahydroxy-2-oxooctanoic acid",315,543.375,9,16,-4.9343,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),36,C17H26N3O15P,37,2,301.65,13,36,1,1,1,0,0.6470588235294118,200.88766028,0.47549978,-2.35
"[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] hydrogen phosphate",317,767.541,10,18,-1.6653,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),48,C21H36N7O16P3S,50,3,346.55999999999995,18,48,2,1,1,0,0.6666666666666666,276.92407279,0.4807077,-2.11
"cobalt;3-[2,13,18-tris(2-amino-2-oxoethyl)-12,17-bis(3-amino-3-oxopropyl)-3-[3-(2-hydroxypropylamino)-3-oxopropyl]-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanamide",318,993.13,8,12,1.8218,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),68,C48H75CoN11O8,71,5,357.30999999999995,20,68,0,0,5,8,0.7291666666666666,409.58818985,0.39158389,-4.82350649
"3-[2,13,18-tris(2-amino-2-oxoethyl)-12,17-bis(3-amino-3-oxopropyl)-3-[3-(2-hydroxypropylamino)-3-oxopropyl]-3,5,8,8,13,15,18,19-octamethyl-1,2,5,6,7,10,12,17-octahydrocorrin-7-yl]propanamide",319,934.197,8,12,1.8243,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),67,C48H75N11O8,71,5,357.30999999999995,20,67,0,0,5,8,0.7291666666666666,393.26815637,0.39158389,-5.33
"2-(8-hydroxy-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-3-yl)-5-(hydroxymethyl)oxolane-3,4-diol",320,284.272,5,9,-2.0182,True,None,20,C11H16N4O5,22,3,132.36,2,20,1,1,2,0,0.6363636363636364,113.71372252,0.39356685,-1.52
"3-[8,12,17-tris(2-carboxyethyl)-3,7,13,18-tetramethyl-5,10,15,20,21,22,23,24-octahydroporphyrin-2-yl]propanoic acid",321,660.768,8,4,4.97808,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5),48,C36H44N4O8,52,5,212.35999999999996,12,48,4,0,1,8,0.4444444444444444,277.55536197,0.48122193,-5.0
3-(4-hydroxyphenyl)prop-2-enoic acid,322,164.16,2,2,1.49,True,None,12,C9H8O3,12,1,57.53,2,12,1,0,0,0,0.0,69.58661603,0.50796625,-1.77
chromen-2-one,323,146.145,0,2,1.793,True,None,11,C9H6O2,12,2,30.21,0,11,2,0,0,0,0.0,63.07940658,0.42272947,-1.57
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-(4-hydroxyphenyl)prop-2-enethioate",324,913.686,10,20,0.0837,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),59,C30H42N7O18P3S,62,4,383.85999999999996,21,59,3,1,1,0,0.4666666666666667,338.31018952,0.50796625,-3.68
(4-propan-2-ylphenyl)methanol,325,150.221,1,1,2.3023,True,None,11,C10H14O,11,1,20.23,2,11,1,0,0,0,0.4,67.68540533,0.39168047,-0.82
4-propan-2-ylbenzaldehyde,326,148.205,0,1,2.6225,True,None,11,C10H12O,11,1,17.07,2,11,1,0,0,0,0.3,67.05269368,0.29789641,-1.11
"5-hydroxy-4-oxo-1,6-dihydropyrrolo[2,3-f]quinoline-2,7,9-tricarboxylic acid",327,332.224,6,5,0.7612,False,Hydrogen bond donors > 5),24,C14H8N2O8,26,3,180.78,3,24,1,0,2,0,0.0,130.49584489,0.50265344,-3.82
2-hydroxy-2-(4-hydroxyphenyl)acetic acid,328,168.148,3,3,0.5102,True,None,12,C8H8O4,12,1,77.76,2,12,1,0,0,0,0.125,68.7055107,0.50796661,-1.55
"(3,4-dihydroxy-5-methylsulfanyl-2-oxopentyl) dihydrogen phosphate",329,260.204,4,6,-1.2504,True,None,15,C6H13O7PS,14,0,124.29000000000002,7,15,0,0,0,0,0.8333333333333334,90.68868464,0.46950805,0.05
"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,7,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",330,386.664,1,1,7.5328,False,Octanol-water partition coefficient (LogP) > 5),28,C27H46O,31,4,20.23,5,28,0,2,4,0,0.9259259259259259,174.30905211,0.39311932,-0.3
"3,5-diaminohexanoic acid",331,146.19,3,3,-0.4743,True,None,10,C6H14N2O2,9,0,89.33999999999999,4,10,0,0,0,0,0.8333333333333334,60.19949885,0.48118737,-0.61
4-ethenyl-2-methoxyphenol,332,150.177,1,2,2.0438,True,None,11,C9H10O2,11,1,29.46,2,11,1,0,0,0,0.1111111111111111,65.74440541,0.50425434,-1.44
"[5-[(5-amino-2,4-dioxo-1H-pyrimidin-6-yl)amino]-2,3,4-trihydroxypentyl] dihydrogen phosphate",333,356.228,9,9,-3.7507,False,Hydrogen bond donors > 5),23,C9H17N4O9P,23,1,231.22,8,23,1,0,0,0,0.5555555555555556,127.5425314,0.46917052,-1.73
"7-hydroxy-10,13-dimethyl-17-(6-methylheptan-2-yl)-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",334,400.647,1,2,6.5677,False,Octanol-water partition coefficient (LogP) > 5),29,C27H44O2,32,4,37.3,5,29,0,3,4,0,0.8888888888888888,178.47057421,0.39248466,-0.63
2-methylphenol,335,108.14,1,1,1.70062,True,None,8,C7H8O,8,1,20.23,0,8,1,0,0,0,0.14285714285714285,48.59057899,0.50768728,-0.98
2-(carbamoylamino)-2-hydroxyacetic acid,336,134.091,4,3,-1.9423,True,None,9,C3H6N2O4,8,0,112.65,2,9,0,0,0,0,0.3333333333333333,50.27039984,0.47791366,-1.3
"3,4,5-trihydroxypentan-2-one",337,134.131,3,4,-1.7105,True,None,9,C5H10O4,8,0,77.76,3,9,0,0,0,0,0.8,52.74324284,0.39356518,-0.45
2-hydroxybenzoic acid,338,138.122,2,2,1.0904,True,None,10,C7H6O3,10,1,57.53,1,10,1,0,0,0,0.0,57.54633484,0.50705289,-1.51
2-aminoethylphosphonic acid,339,125.064,3,2,-0.8772,True,None,7,C2H8NO3P,6,0,83.55,2,7,0,0,0,0,1.0,41.49549176,0.32983198,0.11
"3-methylbenzene-1,2-diol",340,124.139,2,2,1.40622,True,None,9,C7H8O2,9,1,40.46,0,9,1,0,0,0,0.14285714285714285,53.38481274,0.50425296,-1.18
"3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxybenzoic acid",341,322.225,6,8,1.132,False,Hydrogen bond donors > 5),23,C14H10O9,24,2,164.75,3,23,2,0,0,0,0.0,127.4203735,0.50414374,-3.62
3-methylphenol,342,108.14,1,1,1.70062,True,None,8,C7H8O,8,1,20.23,0,8,1,0,0,0,0.14285714285714285,48.59057899,0.50795657,-0.98
"2-hydroxy-2-oxo-3a,4,5,6,7,7a-hexahydrobenzo[d][1,3,2]dioxaphosphole-4,5,6,7-tetrol",343,242.12,5,7,-2.672,True,None,15,C6H11O8P,16,2,136.68,0,15,0,2,2,0,1.0,84.30016919,0.47260343,-0.05
"3,4,5-trihydroxycyclohexane-1,2-dione",344,160.125,3,5,-2.389,True,None,11,C6H8O5,11,1,94.83000000000001,0,11,0,1,1,0,0.6666666666666666,62.2638759,0.38983262,-0.78
"but-2-ene-1,2,3-tricarboxylic acid",345,188.135,3,3,-0.0532,True,None,13,C7H8O6,12,0,111.89999999999999,4,13,0,0,0,0,0.2857142857142857,73.10656824,0.48098273,-1.85
"2-(hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol",346,272.253,5,7,-1.4291,True,None,19,C12H16O7,20,2,119.61000000000001,3,19,1,1,1,0,0.5,108.81348387,0.50796223,-1.38
"2-(hydroxymethyl)-6-[3-(hydroxymethyl)phenoxy]oxane-3,4,5-triol",347,286.28,5,7,-1.6424,True,None,20,C13H18O7,21,2,119.61000000000001,4,20,1,1,1,0,0.5384615384615384,115.17842599,0.461975,-1.22
"[3,4,5-trihydroxy-6-(4-hydroxyphenoxy)oxan-2-yl]methyl dihydrogen phosphate",348,352.232,6,8,-1.3121,False,Hydrogen bond donors > 5),23,C12H17O10P,24,2,166.14000000000001,5,23,1,1,1,0,0.5,130.27087353,0.50796223,-1.23
"2,3,5-trihydroxy-6-(hydroxymethyl)oxan-4-one",349,178.14,4,6,-3.0132,True,None,12,C6H10O6,12,1,107.22000000000001,1,12,0,1,1,0,0.8333333333333334,68.01013278,0.39355252,-0.53
3-phosphonooxy-2-(7-sulfanylheptanoylamino)butanoic acid,350,343.338,5,5,0.9339,True,None,21,C11H22NO7PS,20,0,133.16000000000003,11,21,0,0,0,0,0.8181818181818182,128.46250238,0.47964311,-0.6
3-phosphonooxy-2-[7-(2-sulfoethyldisulfanyl)heptanoylamino]butanoic acid,351,483.523,5,8,1.2733,True,None,28,C13H26NO10PS3,27,0,187.52999999999997,16,28,0,0,0,0,0.8461538461538461,171.31213809,0.47964311,-0.34
"4-amino-5-[[2-amino-6-[1,2-bis[(2-amino-4-carboxybutanoyl)oxy]propyl]-5,8-dihydropteridin-4-yl]oxy]-5-oxopentanoic acid",352,626.58,9,17,-1.9372,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),44,C24H34N8O12,45,2,344.71999999999997,17,44,1,0,1,0,0.5,248.62586388,0.48122949,-5.08
"4-amino-5-[[2-amino-6-[1,2-bis[(2-amino-4-carboxybutanoyl)oxy]propyl]-5-methyl-8H-pteridin-4-yl]oxy]-5-oxopentanoic acid",353,640.607,8,17,-1.9129,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),45,C25H36N8O12,46,2,335.92999999999995,17,45,1,0,1,0,0.52,255.20077749,0.48122949,-5.08
2-oxohept-3-enedioic acid,354,172.136,2,3,0.0611,True,None,12,C7H8O5,11,0,91.67,5,12,0,0,0,0,0.2857142857142857,68.31233449,0.4812222,-1.65
2-(4-hydroxyphenyl)-2-oxoacetic acid,355,166.132,2,3,0.6595,True,None,12,C8H6O4,12,1,74.60000000000001,2,12,1,0,0,0,0.0,68.07279905,0.50796621,-1.84
octane,356,114.232,0,0,3.3668,True,None,8,C8H18,7,0,0.0,5,8,0,0,0,0,1.0,53.29384583,0.06538238,0.0
"1,3,4,6-tetrachlorocyclohexa-1,4-diene",357,217.91,0,0,3.4602,True,None,10,C6H4Cl4,10,1,0.0,0,10,0,0,1,0,0.3333333333333333,79.39198929,0.11223292,0.64
"benzene-1,3,5-triol",359,126.111,3,3,0.8034,True,None,9,C6H6O3,9,1,60.69,0,9,1,0,0,0,0.0,51.81410438,0.50767955,-1.38
"3,8-dimethyldec-7-enyl [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",360,426.443,5,8,1.4727,True,None,28,C18H35O9P,28,1,145.91000000000003,12,28,0,1,1,0,0.8888888888888888,166.10924791,0.47412293,-0.35
"3,5-dihydroxycyclohex-2-en-1-one",361,128.127,2,3,0.1521,True,None,9,C6H8O3,9,1,57.53,0,9,0,0,1,0,0.5,52.61851702,0.51208921,-0.83
"1,2-dihydronaphthalene-1,2-diol",362,162.188,2,2,1.1077,True,None,12,C10H10O2,13,2,40.46,0,12,1,0,1,0,0.2,70.7842049,0.38594925,-1.12
2-aminoacetaldehyde,363,59.068,1,2,-0.856,True,None,4,C2H5NO,3,0,43.09,1,4,0,0,0,0,0.5,24.60560594,0.32430274,-0.37
"2,3-diaminopropanoic acid",364,104.109,3,3,-1.643,True,None,7,C3H8N2O2,6,0,89.33999999999999,2,7,0,0,0,0,0.6666666666666666,41.1046725,0.48005011,-0.61
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadeca-9,12-dienethioate",365,1029.978,9,19,4.4782,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),67,C39H66N7O17P3S,69,3,363.63000000000005,33,67,2,1,1,0,0.6923076923076923,393.24339025,0.4807077,-2.96
(4-methyl-2-oxochromen-7-yl) acetate,366,218.208,0,4,2.02672,True,None,16,C12H10O4,17,2,56.51,1,16,2,0,0,0,0.16666666666666666,91.44930025,0.42658718,-2.1
2-hydroxy-4-methylchromen-7-one,367,176.171,1,3,1.75862,True,None,13,C10H8O3,14,2,50.44,0,13,0,0,2,0,0.1,74.593037,0.48069143,-1.77
"N'-(4-aminobutyl)butane-1,4-diamine",368,159.277,3,3,0.0538,True,None,11,C8H21N3,10,0,64.07,8,11,0,0,0,0,1.0,69.52348941,0.33047267,-0.12
"6-[[[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-dihydroxy-lambda5-phosphanyl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",369,621.342,11,19,-5.2421,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),40,C16H25N5O17P2,43,4,351.94999999999993,9,40,2,2,2,0,0.625,220.55348143,inf,-2.24
"3,4,5-trihydroxybenzoic acid",370,170.12,4,4,0.5016,True,None,12,C7H6O5,12,1,97.99,1,12,1,0,0,0,0.0,67.13480234,0.50414374,-1.91
but-2-ynedioic acid,371,114.056,2,2,-0.841,True,None,8,C4H2O4,7,0,74.6,0,8,0,0,0,0,0.0,44.74481447,0.47161698,-1.5
"6-oxopyran-2,4-dicarboxylic acid",372,184.103,2,4,0.0362,True,None,13,C7H4O6,13,1,104.81000000000002,2,13,1,0,0,0,0.0,71.03913798,0.47763442,-2.11
"2-(2,2-dihydroxyethenyl)-4-oxopent-2-enedioic acid",373,202.118,4,5,-0.3915,True,None,14,C7H6O7,13,0,132.13,4,14,0,0,0,0,0.0,77.21119896,0.48108354,-2.31
"4-oxobut-2-ene-1,2,4-tricarboxylic acid",374,202.118,3,4,-0.8742,True,None,14,C7H6O7,13,0,128.97,5,14,0,0,0,0,0.14285714285714285,77.26809034,0.48098287,-2.18
"3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-ol",375,767.324,1,1,18.2099,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5),56,C55H90O,55,0,20.23,31,56,0,0,0,0,0.6,349.6547256,0.39229737,-2.9
3-hydroxy-5-oxohexanoic acid,376,146.142,2,3,-0.1989,True,None,10,C6H10O4,9,0,74.60000000000001,4,10,0,0,0,0,0.6666666666666666,58.4754733,0.48115928,-0.9
"[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [3,8-dimethyldec-7-enoxy(hydroxy)phosphoryl] hydrogen phosphate",377,547.475,6,10,1.7335,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5),35,C20H39NO12P2,35,1,201.31,15,35,0,1,1,0,0.85,205.21367233,0.48303846,-0.69
(4-nitrophenyl) dihydrogen phosphate,378,219.089,2,4,1.0663,True,None,14,C6H6NO6P,14,1,109.9,3,14,1,0,0,0,0.0,78.33600225,0.5242964,-1.43
octanoic acid,379,144.214,1,1,2.4315,True,None,10,C8H16O2,9,0,37.3,6,10,0,0,0,0,0.875,62.24960168,0.48123039,-0.53
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octanethioate",380,893.74,9,19,1.0252,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),57,C29H50N7O17P3S,59,3,363.63000000000005,25,57,2,1,1,0,0.7241379310344828,330.97317517,0.4807077,-2.44
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-hydroxy-5-oxohexanethioate",381,895.668,10,21,-1.6052,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),57,C27H44N7O19P3S,59,3,400.93,23,57,2,1,1,0,0.6666666666666666,327.19904679,0.4807077,-2.81
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-hydroxybenzenecarbothioate",382,887.648,10,20,-0.3159,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),57,C28H40N7O18P3S,60,4,383.85999999999996,20,57,3,1,1,0,0.5,326.26990833,0.50796621,-3.42
2-(1-carboxyethylamino)pentanoic acid,384,189.211,3,3,0.3024,True,None,13,C8H15NO4,12,0,86.63000000000001,6,13,0,0,0,0,0.75,76.75521972,0.48008834,-1.1
heptanedioic acid,385,160.169,2,2,1.1061,True,None,11,C7H12O4,10,0,74.6,6,11,0,0,0,0,0.7142857142857143,64.84041542,0.48123039,-1.06
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3,7,11,15-tetramethylhexadecanethioate",386,1062.064,9,19,5.13,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5),69,C41H74N7O17P3S,71,3,363.63000000000005,33,69,2,1,1,0,0.8048780487804879,407.35248054,0.4807077,-2.44
"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-phenylethanethioate",387,885.676,9,19,-0.0926,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),57,C29H42N7O17P3S,60,4,363.62999999999994,21,57,3,1,1,0,0.5172413793103449,327.84061669,0.4807077,-3.22
"2,5-diaminopentanoic acid",389,132.163,3,3,-0.8628,True,None,9,C5H12N2O2,8,0,89.33999999999999,4,9,0,0,0,0,0.8,53.83455673,0.48008644,-0.61
"6-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",390,580.285,9,16,-4.7014,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10),37,C15H22N2O18P2,39,3,314.06,9,37,1,2,2,0,0.6666666666666666,203.58875533,0.48305847,-1.87
"3,8-dimethyldec-7-enyl phosphono hydrogen phosphate",391,344.281,3,4,3.7655,True,None,21,C12H26O7P2,20,0,113.29000000000002,11,21,0,0,0,0,0.8333333333333334,125.77302432,0.48060857,-0.0
"3,6-diaminohexanoic acid",392,146.19,3,3,-0.4727,True,None,10,C6H14N2O2,9,0,89.33999999999999,5,10,0,0,0,0,0.8333333333333334,60.19949885,0.48118738,-0.61
"2,4,5-trihydroxy-3-oxo-6-phosphonooxyhexanoic acid",393,274.118,6,7,-3.1679,False,Hydrogen bond donors > 5),17,C6H11O10P,16,0,181.82,7,17,0,0,0,0,0.6666666666666666,94.31556422,0.47898307,-0.87
"3-[7,12-bis[1-[2-amino-3-(methylamino)-3-oxopropyl]sulfanylethyl]-18-(2-carboxyethyl)-8-ethyl-3,13,17-trimethyl-6,21,23,24-tetrahydroporphyrin-2-yl]propanoic acid",395,847.121,9,9,1.45506,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5),59,C43H58N8O6S2,63,5,244.56999999999996,17,59,3,0,2,8,0.46511627906976744,352.18220508,0.48122193,-4.77
2-(1H-indol-3-yl)acetamide,397,174.203,2,1,1.1957,True,None,13,C10H10N2O,14,2,58.879999999999995,2,13,2,0,0,0,0.1,75.5535251,0.36938904,-1.77
2-nitropropane,398,89.094,0,2,0.6715,True,None,6,C3H7NO2,5,0,43.14,1,6,0,0,0,0,1.0,36.12211098,0.26428223,-0.6
"buta-1,3-diene-1,2,4-tricarboxylic acid",399,186.119,3,3,-0.2772,True,None,13,C7H6O6,12,0,111.89999999999999,4,13,0,0,0,0,0.0,72.41696521,0.47807358,-2.11
N-(2-formylphenyl)formamide,400,149.149,1,2,1.0674,True,None,11,C8H7NO2,11,1,46.17,3,11,1,0,0,0,0.0,64.03419373,0.32803903,-1.64
"4-amino-1,2-oxazolidin-3-one",401,102.093,2,3,-1.6249,True,None,7,C3H6N2O2,7,1,64.35,0,7,0,1,1,0,0.6666666666666666,40.58216281,0.31782162,-0.61
sulfane,402,34.083,0,0,0.1128,True,None,1,H2S,0,0,0.0,0,1,0,0,0,0,0.0,14.56133221,0.19693536,0.35
