Compound Name,PubChem ID,Molecular Weight (g/mol),H-Donors,H-Acceptors,LogP,Drug Possibility,Lipinski Violations
"1-ethyl-4-oxo-[1,3]dioxolo[4,5-g]cinnoline-3-carboxylic acid",2762,262.221,1,6,0.8433,True,None
"2-[4-(2,2-dichlorocyclopropyl)phenoxy]-2-methylpropanoic acid",2763,289.158,1,2,3.5898,True,None
1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,2764,331.347,2,5,1.5833,True,None
"2-[(2-cyclopropylphenoxy)methyl]-4,5-dihydro-1H-imidazole",2765,216.284,1,3,1.9445,True,None
4-aminobut-2-enoic acid,2766,101.105,2,2,-0.4141,True,None
azanide;dichloroplatinum(2+),2767,298.03,0,0,2.8107,True,None
dichloroplatinum(2+),2768,265.984,0,0,1.3765,True,None
4-amino-5-chloro-N-[1-[3-(4-fluorophenoxy)propyl]-3-methoxypiperidin-4-yl]-2-methoxybenzamide,2769,465.953,2,6,3.3581,True,None
dichloroplatinum,2770,265.984,0,0,1.3765,True,None
1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile,2771,324.399,0,3,3.81298,True,None
"2-[[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-3-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxyethyl-trimethylazanium",2772,489.335,5,12,-1.5969,False,Hydrogen bond acceptors > 10)
N-(3-oxothiolan-2-yl)acetamide,2773,159.21,1,3,0.1546,True,None
"7-(dihydroxymethylidene)-3,4,5-trimethyl-3,4-dihydroisochromene-6,8-dione",2774,250.25,2,5,1.721,True,None
"5,7-dimethoxychromen-2-one",2775,206.197,0,4,1.8102,True,None
N-[4-(3-bromoanilino)quinazolin-6-yl]but-2-ynamide,2776,381.233,2,4,4.0977,True,None
N-(4-morpholin-4-ylbutyl)-1-benzofuran-2-carboxamide,2777,302.374,1,4,2.275,True,None
"6-[4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-12,13-dihydroxy-4-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-7-methoxy-3,7,9,11,13,14-hexamethyl-oxacyclotetradecane-2,10-dione",2778,705.883,4,14,1.4135,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
"1-(1-hydroxy-2-methylpropyl)-4-methyl-6-oxa-2-azabicyclo[3.2.0]heptane-3,7-dione",2779,213.233,2,4,-0.5666,True,None
4-amino-N-(1-benzylpiperidin-4-yl)-5-chloro-2-methoxybenzamide,2780,373.884,2,4,3.3252,True,None
2-[2-[1-(4-chlorophenyl)-1-phenylethoxy]ethyl]-1-methylpyrrolidine,2781,343.898,0,2,5.1044,False,Octanol-water partition coefficient (LogP) > 5)
1-[(4-chlorophenyl)methyl]-2-(pyrrolidin-1-ylmethyl)benzimidazole,2782,325.843,0,3,4.3338,True,None
"1-(4-amino-3,5-dichlorophenyl)-2-(tert-butylamino)ethanol",2783,277.195,3,3,2.9971,True,None
"(1-methyl-1-azoniabicyclo[2.2.2]octan-3-yl) 2-hydroxy-2,2-diphenylacetate",2784,352.454,1,3,2.7045,True,None
N-[1-(dimethylamino)-1-oxo-3-phenylpropan-2-yl]-2-oxo-N'-(2-pyridin-2-ylethyl)butanediamide,2785,410.474,2,5,0.5152,True,None
"N-[2-chloro-1-(3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl)propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide",2786,424.991,4,7,0.3895,True,None
2-[4-[1-[4-(2-carboxybutan-2-yloxy)phenyl]cyclohexyl]phenoxy]-2-methylbutanoic acid,2787,468.59,2,4,6.201,False,Octanol-water partition coefficient (LogP) > 5)
5-chloro-7-iodoquinolin-8-ol,2788,305.502,1,2,3.1984,True,None
"7-chloro-1-methyl-5-phenyl-1,5-benzodiazepine-2,4-dione",2789,300.745,0,2,3.3712,True,None
3-(1H-imidazol-5-yl)propyl N'-[(4-chlorophenyl)methyl]carbamimidothioate,2790,308.838,2,3,3.2438,True,None
"[17-(2-chloroacetyl)-9-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate",2791,466.977,1,5,4.1031,True,None
"[17-(2-chloroacetyl)-9-fluoro-10,13,16-trimethyl-3,11-dioxo-7,8,12,14,15,16-hexahydro-6H-cyclopenta[a]phenanthren-17-yl] butanoate",2792,478.988,0,5,4.7014,True,None
"1-[3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl]-4-piperidin-1-ylpiperidine-4-carboxamide",2793,481.084,1,4,4.7726,True,None
"N,5-bis(4-chlorophenyl)-3-propan-2-yliminophenazin-2-amine",2794,473.407,1,4,7.4898,False,Octanol-water partition coefficient (LogP) > 5)
1-(2-chlorophenyl)-3-(dimethylamino)-1-phenylpropan-1-ol,2795,289.806,1,2,3.5276,True,None
ethyl 2-(4-chlorophenoxy)-2-methylpropanoate,2796,242.702,0,3,3.0605,True,None
2-(4-chlorophenoxy)-2-methylpropanoic acid,2797,214.648,1,2,2.582,True,None
4-(4-chlorophenyl)butyl-diethyl-heptylazanium,2798,338.987,0,0,6.4897,False,Octanol-water partition coefficient (LogP) > 5)
"2-[(2,4-dichlorophenyl)methyl]-4-(2,4,4-trimethylpentan-2-yl)phenol",2799,365.344,1,1,7.0036,False,Octanol-water partition coefficient (LogP) > 5)
"2-[4-(2-chloro-1,2-diphenylethenyl)phenoxy]-N,N-diethylethanamine",2800,405.969,0,2,6.5626,False,Octanol-water partition coefficient (LogP) > 5)
"3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine",2801,314.86,0,2,4.5284,True,None
"5-(2-chlorophenyl)-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one",2802,315.716,1,4,3.0377,True,None
"N-(2,6-dichlorophenyl)-4,5-dihydro-1H-imidazol-2-amine",2803,230.098,2,3,2.3645,True,None
"4-chloro-N-(2,6-dimethylpiperidin-1-yl)-3-sulfamoylbenzamide",2804,345.852,2,4,1.8951,True,None
1-[2-[(4-chlorophenyl)-phenylmethoxy]ethyl]piperidine,2805,329.871,0,2,4.9319,True,None
"methyl 2-(2-chlorophenyl)-2-(6,7-dihydro-4H-thieno[3,2-c]pyridin-5-yl)acetate",2806,321.829,0,4,3.6739,True,None
"7-[2-[4-(3-chlorophenoxy)-3-hydroxybut-1-enyl]-3,5-dihydroxycyclopentyl]hept-5-enoate",2807,423.913,3,6,1.8603,True,None
"7-[2-[4-(3-chlorophenoxy)-3-hydroxybut-1-enyl]-3,5-dihydroxycyclopentyl]hept-5-enoic acid",2808,424.921,4,5,3.195,True,None
"7-chloro-2-oxo-5-phenyl-1,3-dihydro-1,4-benzodiazepine-3-carboxylic acid",2809,314.728,2,3,2.5827,True,None
1-(2-chlorophenyl)-2-(propan-2-ylamino)ethanol,2810,213.708,2,2,2.3714,True,None
"5-(2-chlorophenyl)-7-ethyl-1-methyl-3H-thieno[2,3-e][1,4]diazepin-2-one",2811,318.829,0,3,3.7777,True,None
1-[(2-chlorophenyl)-diphenylmethyl]imidazole,2812,344.845,0,2,5.3767,False,Octanol-water partition coefficient (LogP) > 5)
"6-[[3-(2-chlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",2813,434.881,1,7,1.21402,True,None
"6-[[3-(2-chlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",2814,435.889,2,6,2.54872,True,None
"[[3-(2-chlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]methylboronic acid",2815,294.503,3,5,1.04522,True,None
"10-chloro-11b-(2-chlorophenyl)-2,3,5,7-tetrahydro-[1,3]oxazolo[3,2-d][1,4]benzodiazepin-6-one",2816,349.217,1,3,3.4788,True,None
5-chloroquinolin-8-ol,2817,179.606,1,2,2.5938,True,None
"3-chloro-6-(4-methylpiperazin-1-yl)-5H-benzo[b][1,4]benzodiazepine",2818,326.831,1,4,2.0299,True,None
"3-chloro-6-(4-methyl-4-oxidopiperazin-4-ium-1-yl)-5H-benzo[b][1,4]benzodiazepine",2819,342.83,1,4,2.0425,True,None
"3-chloro-6-piperazin-1-yl-5H-benzo[b][1,4]benzodiazepine",2820,312.804,2,4,1.6877,True,None
"disodium;6-cyano-7-nitroquinoxaline-2,3-diolate",2821,276.119,0,7,-6.43512,True,None
"[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3-hydroxy-4-[[3-[2-[2-[2-(1H-indol-3-yl)ethylamino]-2-oxoethyl]sulfanylethylamino]-3-oxopropyl]amino]-2,2-dimethyl-4-oxobutyl] hydrogen phosphate",2822,967.782,11,19,-0.0217,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"cobalt;[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydrocorrin-3-yl]propanoylamino]propan-2-yl hydrogen phosphate",2823,1329.37,10,19,3.64354,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydrocorrin-3-yl]propanoylamino]propan-2-yl hydrogen phosphate",2824,1270.437,10,19,3.64604,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
ethyl 3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate,2825,317.385,0,5,2.2578,True,None
methyl 3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate,2826,303.358,0,5,1.8677,True,None
"2,5-dihydroxy-3,6-bis[5-(3-methylbut-2-enyl)-1H-indol-3-yl]cyclohexa-2,5-diene-1,4-dione",2827,506.602,4,4,7.0568,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
"9-methoxy-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol",2828,299.37,1,4,1.5011,True,None
"8-benzyl-2-hydroxy-6-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]imidazo[1,2-a]pyrazin-3-one",2829,439.471,3,6,3.2655,True,None
"8-benzyl-6-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-7H-imidazo[1,2-a]pyrazin-3-one",2830,423.472,3,5,4.2582,True,None
"cobalt;[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydrocorrin-3-yl]propanoylamino]propan-2-yl hydrogen phosphate;cyanide",2831,1355.388,10,20,3.73991,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"1,2,3,10-tetramethoxy-7-(methylamino)-6,7-dihydro-5H-benzo[a]heptalen-9-one",2832,371.433,1,6,2.9549,True,None
"N-(1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)acetamide",2833,399.443,1,6,2.8716,True,None
"(5-acetyloxy-3-ethenyl-10,10b-dihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-5,6,6a,8,9,10-hexahydro-2H-benzo[f]chromen-6-yl) 3-(dimethylamino)propanoate",2834,509.64,2,9,2.0225,False,Molecular Weight (g/mol) > 500)
"[2-[5,8-di(butan-2-yl)-17-(1-hydroxyethyl)-22-[[2-[[3-hydroxy-2-[[2-(6-methylheptanoylamino)-4-(sulfonatomethylamino)butanoyl]amino]butanoyl]amino]-4-(sulfonatomethylamino)butanoyl]amino]-3,6,9,12,15,18,23-heptaoxo-11,14-bis[2-(sulfonatomethylamino)ethyl]-1,4,7,10,13,16,19-heptazacyclotricos-2-yl]ethylamino]methanesulfonate",2835,1620.87,18,33,-10.1635,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"[2-[5,8-di(butan-2-yl)-17-(1-hydroxyethyl)-22-[[2-[[3-hydroxy-2-[[2-(6-methylheptanoylamino)-4-(sulfomethylamino)butanoyl]amino]butanoyl]amino]-4-(sulfomethylamino)butanoyl]amino]-3,6,9,12,15,18,23-heptaoxo-11,14-bis[2-(sulfomethylamino)ethyl]-1,4,7,10,13,16,19-heptazacyclotricos-2-yl]ethylamino]methanesulfonic acid",2836,1625.91,23,28,-8.4505,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"methyl 2-[3-[3-butan-2-yl-2,5,8,11-tetraoxo-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecan-6-yl]indol-1-yl]acetate",2837,651.805,3,8,3.3116,False,Molecular Weight (g/mol) > 500)
"3-butan-2-yl-6-(1-ethylindol-3-yl)-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone",2838,607.796,3,6,4.1585,False,Molecular Weight (g/mol) > 500)
"3-butan-2-yl-6-(1-methoxy-4-oxoquinolin-3-yl)-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone",2839,637.778,3,8,2.5572,False,Molecular Weight (g/mol) > 500)
"3-butan-2-yl-6-(1-ethyl-4-oxoquinolin-3-yl)-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone",2840,635.806,3,7,3.5187,False,Molecular Weight (g/mol) > 500)
"methyl 6-[3-butan-2-yl-6-(1-methoxyindol-3-yl)-2,5,8,11-tetraoxo-1,4,7,10-tetrazabicyclo[10.4.0]hexadecan-9-yl]hexanoate",2841,611.74,3,8,2.3909,False,Molecular Weight (g/mol) > 500)
"6-[3-butan-2-yl-6-(1-methoxyindol-3-yl)-2,5,8,11-tetraoxo-1,4,7,10-tetrazabicyclo[10.4.0]hexadecan-9-yl]hexanoic acid",2842,597.713,4,7,2.3025,False,Molecular Weight (g/mol) > 500)
"3-butan-2-yl-9-(7-fluoro-6-oxooctyl)-6-(1-methoxyindol-3-yl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone",2843,627.758,3,7,3.145,False,Molecular Weight (g/mol) > 500)
"6-[3-butan-2-yl-6-(1-methoxyindol-3-yl)-2,5,8,11-tetraoxo-1,4,7,10-tetrazabicyclo[10.4.0]hexadecan-9-yl]-N-hydroxyhexanamide",2844,612.728,5,8,1.7233,False,Molecular Weight (g/mol) > 500)
"S-[5-[3-butan-2-yl-6-(1-methoxyindol-3-yl)-2,5,8,11-tetraoxo-1,4,7,10-tetrazabicyclo[10.4.0]hexadecan-9-yl]pentyl] ethanethioate",2845,627.808,3,8,3.1075,False,Molecular Weight (g/mol) > 500)
"3-butan-2-yl-9-(6-oxooctyl)-6-[1-(pyrrolidin-1-ylmethyl)indol-3-yl]-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone",2846,662.876,3,7,4.1919,False,Molecular Weight (g/mol) > 500)
"3-butan-2-yl-6-[2-(3,5-dimethoxyphenyl)-1H-indol-3-yl]-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone",2847,715.892,4,7,5.3494,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
"3-butan-2-yl-6-(4-chloroquinolin-3-yl)-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone",2848,626.198,3,6,4.3855,False,Molecular Weight (g/mol) > 500)
"3-butan-2-yl-9-(6-oxooctyl)-6-(4-piperidin-1-ylquinolin-3-yl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone",2849,674.887,3,7,4.7224,False,Molecular Weight (g/mol) > 500)
"6-(3,6-dibenzyl-2,5,8,11-tetraoxo-1,4,7,10-tetrazabicyclo[10.4.0]hexadecan-9-yl)-N-hydroxyhexanamide",2850,591.709,5,6,1.7768,False,Molecular Weight (g/mol) > 500)
"6-[3-butan-2-yl-6-[(4-methoxyphenyl)methyl]-2,5,8,11-tetraoxo-1,4,7,10-tetrazabicyclo[10.4.0]hexadecan-9-yl]-N-hydroxyhexanamide",2851,587.718,5,7,1.5888,False,Molecular Weight (g/mol) > 500)
"6-(3,6-dibenzyl-2,5,8,11-tetraoxo-1,4,7,10-tetrazabicyclo[10.3.0]pentadecan-9-yl)-N-hydroxyhexanamide",2852,577.682,5,6,1.3867,False,Molecular Weight (g/mol) > 500)
"6-(3-benzyl-6,6-dimethyl-2,5,8,11-tetraoxo-1,4,7,10-tetrazabicyclo[10.3.0]pentadecan-9-yl)-N-hydroxyhexanamide",2853,515.611,5,6,0.554,False,Molecular Weight (g/mol) > 500)
"[8-[2-(4-hydroxy-6-oxooxan-2-yl)ethyl]-7-methyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2-methylbutanoate",2854,390.52,1,5,3.9495,True,None
2-[4-methoxy-3-[[2-methoxy-3-[[2-methoxy-5-[2-(methylamino)ethyl]phenyl]methyl]-5-[2-(methylamino)ethyl]phenyl]methyl]phenyl]-N-methylethanamine,2855,519.73,3,6,4.1797,False,Molecular Weight (g/mol) > 500)
2-[[6-(3-chloroanilino)-9-propan-2-ylpurin-2-yl]amino]ethanol,2856,346.822,3,7,3.2084,True,None
"N-(3-bromophenyl)-6,7-diethoxyquinazolin-4-amine",2857,388.265,1,5,4.9333,True,None
"[6-[2-[4-(11-ethyl-10,12-dihydroxy-3,17-dimethoxy-7,9,13,15-tetramethyl-18-oxo-1-oxacyclooctadeca-2,4,6,14,16-pentaen-2-yl)-3-hydroxypentan-2-yl]-2-hydroxy-5-methyl-6-prop-1-enyloxan-4-yl]oxy-4-hydroxy-2-methyloxan-3-yl] carbamate",2858,864.083,6,14,5.4583,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
"7-oxabicyclo[4.1.0]heptane-2,3,4,5-tetrol",2859,162.141,4,5,-2.789,True,None
"N,N,6,7,13-pentamethyl-7-azapentacyclo[10.8.0.02,9.05,9.013,18]icos-18-en-16-amine",2860,356.598,0,2,4.8096,True,None
"8-[7,10-dihydroxy-3-methyl-9-[3-methyl-3-(4-methylpent-3-enyl)-7,9,10-trioxobenzo[f]chromen-8-ylidene]-3-(4-methylpent-3-enyl)benzo[f]chromen-8-ylidene]-3-methyl-3-(4-methylpent-3-enyl)benzo[f]chromene-7,9,10-trione",2861,953.097,2,11,10.5811,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
"5,14-dihydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-10-carbaldehyde",2862,550.645,5,10,0.75,False,Molecular Weight (g/mol) > 500)
"[2-(17-hydroxy-10,13-dimethyl-3,11-dioxo-1,2,6,7,8,9,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate",2863,402.487,1,6,2.5606,True,None
"[1,3-diacetyloxy-10-hydroxy-7,8-dimethyl-7-(3-methylidenepent-4-enyl)-1,3,5,6,6a,8,9,10-octahydrobenzo[d][2]benzofuran-5-yl] deca-2,4-dienoate",2864,584.75,1,8,6.2616,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
"[1,3-diacetyloxy-5-hydroxy-7,8-dimethyl-7-(3-methylidenepent-4-enyl)-1,3,5,6,6a,8,9,10-octahydrobenzo[d][2]benzofuran-10-yl] decanoate",2865,588.782,1,8,6.7096,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
"methyl 18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",2866,354.45,2,4,2.6471,True,None
N-[2-(6-bromo-1H-indol-3-yl)ethenyl]-2-(1H-indol-3-yl)-2-oxoacetamide,2867,408.255,3,2,4.3815,True,None
2-(1H-indol-3-yl)-N-[2-(1H-indol-3-yl)ethenyl]-2-oxoacetamide,2868,329.359,3,2,3.619,True,None
N-[2-(5-bromo-1H-indol-3-yl)ethenyl]-2-(7-hydroxy-1H-indol-3-yl)-2-oxoacetamide,2869,424.254,4,3,4.0871,True,None
"[6-hydroxy-5-[[3-[[4-[2-[[7-[3-hydroxy-5-methoxy-6,6-dimethyl-4-(5-methyl-1H-pyrrole-2-carbonyl)oxyoxan-2-yl]oxy-8-methyl-2-oxochromen-3-yl]amino]-2-oxoethyl]-3-methyl-1H-pyrrole-2-carbonyl]amino]-8-methyl-2-oxo-3,4-dihydrochromen-7-yl]oxy]-2-methoxy-3,3-dimethylcyclohexyl] 5-methyl-1H-pyrrole-2-carboxylate",2870,1092.165,7,17,5.6547,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
3-chloro-7-diethoxyphosphinothioyloxy-4-methylchromen-2-one,2871,362.771,0,6,4.43112,True,None
"2-[[2-[7-chloro-1-(2,2-dimethylpropyl)-5-naphthalen-1-yl-2-oxo-5H-4,1-benzoxazepin-3-yl]acetyl]amino]butanedioic acid",2872,567.038,3,5,4.7947,False,Molecular Weight (g/mol) > 500)
1-[2-[(5-chloro-1H-indole-2-carbonyl)amino]-3-phenylpropanoyl]azetidine-3-carboxylic acid,2873,425.872,3,3,2.7054,True,None
5-chloro-N-[3-(4-fluorophenyl)-1-(4-hydroxypiperidin-1-yl)-1-oxopropan-2-yl]-1H-indole-2-carboxamide,2874,443.906,3,3,3.2848,True,None
"4-amino-5-cyclohexyl-2,2-difluoro-3-hydroxypentanoic acid",2875,251.273,3,3,1.3649,True,None
"2-(2-hydroxyethylsulfanyl)-3-methylnaphthalene-1,4-dione",2876,248.303,1,4,2.0651,True,None
N-[2-(5-methoxy-1H-indol-3-yl)ethyl]cyclopropanecarboxamide,2877,258.321,2,2,2.2452,True,None
2-amino-2-cyclopropyl-2-(4-phosphonophenyl)acetic acid,2878,271.209,4,3,0.1382,True,None
4-methylphenol,2879,108.14,1,1,1.70062,True,None
1-[1-[2-[(3-chlorophenyl)methoxy]phenyl]ethenyl]imidazole,2880,310.784,0,3,4.6345,True,None
5-[3-(2-carboxylato-4-oxochromen-5-yl)oxy-2-hydroxypropoxy]-4-oxochromene-2-carboxylate,2881,466.354,1,11,-0.5549,False,Hydrogen bond acceptors > 10)
5-[3-(2-carboxy-4-oxochromen-5-yl)oxy-2-hydroxypropoxy]-4-oxochromene-2-carboxylic acid,2882,468.37,3,9,2.1145,True,None
N-ethyl-N-(2-methylphenyl)but-2-enamide,2883,203.285,0,1,2.92402,True,None
"N-(1-amino-3-hydroxy-1-oxobutan-2-yl)-19-[(2-amino-3-phenylpropanoyl)amino]-10-(3-aminopropyl)-7-(1-hydroxyethyl)-16-[(4-hydroxyphenyl)methyl]-13-(1H-indol-3-ylmethyl)-3,3-dimethyl-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carboxamide",2884,1062.286,14,15,-1.2183,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"[6-(2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl)-6-hydroxy-2-methyl-5-oxohept-3-en-2-yl] acetate",2885,558.712,3,8,3.4993,False,Molecular Weight (g/mol) > 500)
"17-(2,6-dihydroxy-6-methyl-3-oxohept-4-en-2-yl)-2,16-dihydroxy-4,4,9,13,14-pentamethyl-2,7,8,10,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthrene-3,11-dione",2886,516.675,4,7,2.9285,False,Molecular Weight (g/mol) > 500)
"[6-(2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-8,10,12,15,16,17-hexahydro-7H-cyclopenta[a]phenanthren-17-yl)-6-hydroxy-2-methyl-5-oxohept-3-en-2-yl] acetate",2887,556.696,3,8,4.1902,False,Molecular Weight (g/mol) > 500)
"17-(2,6-dihydroxy-6-methyl-3-oxohept-4-en-2-yl)-2,16-dihydroxy-4,4,9,13,14-pentamethyl-8,10,12,15,16,17-hexahydro-7H-cyclopenta[a]phenanthrene-3,11-dione",2888,514.659,4,7,3.6194,False,Molecular Weight (g/mol) > 500)
"1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",2889,368.385,2,6,3.3699,True,None
"2,3-dihydro-1,4-benzodioxin-6-yl(piperidin-1-yl)methanone",2890,247.294,0,3,2.0839,True,None
"cobalt(2+);[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate;cyanide",2891,1356.396,10,19,4.04121,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-1,2,7,12,17,23-hexahydrocorrin-3-yl]propanoylamino]propan-2-yl hydrogen phosphate",2892,1272.453,11,19,3.16324,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"(3,3,5-trimethylcyclohexyl) 2-hydroxy-2-phenylacetate",2893,276.376,1,3,3.478,True,None
"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)-2,3,4a,5,6,7,8,8a-octahydroquinoxalin-1-yl]-(furan-2-yl)methanone",2894,437.5,1,8,3.0958,True,None
"N,N-dimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)propan-1-amine",2895,275.395,0,1,4.5538,True,None
"2-(2-amino-4,5-dihydroimidazol-1-yl)acetic acid",2896,143.146,2,4,-1.2987,True,None
cyclododecanamine,2897,183.339,1,1,3.6184,True,None
[4-[(4-acetyloxyphenyl)-cyclohexylidenemethyl]phenyl] acetate,2898,364.441,0,4,5.3032,False,Octanol-water partition coefficient (LogP) > 5)
cycloheptanamine,2899,113.204,1,1,1.6679,True,None
